chainage,date,parameter,value,alert
55.3,2026-07-19,alignment,4.01,ok
55.4,2026-07-19,alignment,3.93,ok
55.5,2026-07-19,alignment,4.5,ok
55.6,2026-07-19,alignment,4.17,ok
55.7,2026-07-19,alignment,5.04,warning
55.8,2026-07-19,alignment,5.4,warning
55.9,2026-07-19,alignment,5.33,warning
56.0,2026-07-19,alignment,5.72,warning
56.1,2026-07-19,alignment,5.94,warning
56.2,2026-07-19,alignment,6.18,warning
56.3,2026-07-19,alignment,5.45,warning
56.4,2026-07-19,alignment,5.77,warning
56.5,2026-07-19,alignment,4.83,ok
56.6,2026-07-19,alignment,4.69,ok
56.7,2026-07-19,alignment,5.0,warning
56.8,2026-07-19,alignment,5.0,warning
56.9,2026-07-19,alignment,4.59,ok
57.0,2026-07-19,alignment,4.78,ok
57.1,2026-07-19,alignment,4.21,ok
57.2,2026-07-19,alignment,4.3,ok
57.3,2026-07-19,alignment,5.22,warning
57.4,2026-07-19,alignment,4.88,ok
57.5,2026-07-19,alignment,4.98,ok
57.6,2026-07-19,alignment,4.28,ok
57.7,2026-07-19,alignment,4.32,ok
57.8,2026-07-19,alignment,4.53,ok
57.9,2026-07-19,alignment,4.22,ok
58.0,2026-07-19,alignment,4.27,ok
58.1,2026-07-19,alignment,3.97,ok
58.2,2026-07-19,alignment,4.1,ok
58.3,2026-07-19,alignment,3.91,ok
58.4,2026-07-19,alignment,3.65,ok
58.5,2026-07-19,alignment,4.59,ok
58.6,2026-07-19,alignment,4.61,ok
58.7,2026-07-19,alignment,4.03,ok
58.8,2026-07-19,alignment,4.25,ok
58.9,2026-07-19,alignment,4.58,ok
59.0,2026-07-19,alignment,5.13,warning
59.1,2026-07-19,alignment,4.64,ok
59.2,2026-07-19,alignment,5.16,warning
59.3,2026-07-19,alignment,2.83,ok
59.4,2026-07-19,alignment,5.51,warning
59.5,2026-07-19,alignment,5.82,warning
59.6,2026-07-19,alignment,4.43,ok
59.7,2026-07-19,alignment,5.07,warning
59.8,2026-07-19,alignment,5.61,warning
59.9,2026-07-19,alignment,5.09,warning
60.0,2026-07-19,alignment,4.43,ok
0.0,2026-08-22,alignment,5.11,warning
0.1,2026-08-22,alignment,4.71,ok
0.2,2026-08-22,alignment,4.78,ok
0.3,2026-08-22,alignment,4.62,ok
0.4,2026-08-22,alignment,5.4,warning
0.5,2026-08-22,alignment,5.5,warning
0.6,2026-08-22,alignment,5.33,warning
0.7,2026-08-22,alignment,5.2,warning
0.8,2026-08-22,alignment,5.28,warning
0.9,2026-08-22,alignment,4.02,ok
1.0,2026-08-22,alignment,5.94,warning
1.1,2026-08-22,alignment,5.32,warning
1.2,2026-08-22,alignment,5.45,warning
1.3,2026-08-22,alignment,4.75,ok
1.4,2026-08-22,alignment,4.41,ok
1.5,2026-08-22,alignment,4.97,ok
1.6,2026-08-22,alignment,4.91,ok
1.7,2026-08-22,alignment,5.32,warning
1.8,2026-08-22,alignment,5.28,warning
1.9,2026-08-22,alignment,5.23,warning
2.0,2026-08-22,alignment,5.59,warning
2.1,2026-08-22,alignment,5.42,warning
2.2,2026-08-22,alignment,5.44,warning
2.3,2026-08-22,alignment,5.88,warning
2.4,2026-08-22,alignment,5.61,warning
2.5,2026-08-22,alignment,5.7,warning
2.6,2026-08-22,alignment,5.93,warning
2.7,2026-08-22,alignment,5.75,warning
2.8,2026-08-22,alignment,4.77,ok
2.9,2026-08-22,alignment,4.87,ok
3.0,2026-08-22,alignment,4.83,ok
3.1,2026-08-22,alignment,4.96,ok
3.2,2026-08-22,alignment,5.02,warning
3.3,2026-08-22,alignment,5.47,warning
3.4,2026-08-22,alignment,5.62,warning
3.5,2026-08-22,alignment,5.08,warning
3.6,2026-08-22,alignment,5.31,warning
3.7,2026-08-22,alignment,5.46,warning
3.8,2026-08-22,alignment,4.81,ok
3.9,2026-08-22,alignment,5.79,warning
4.0,2026-08-22,alignment,4.91,ok
4.1,2026-08-22,alignment,5.05,warning
4.2,2026-08-22,alignment,4.59,ok
4.3,2026-08-22,alignment,14.62,critical
4.4,2026-08-22,alignment,12.6,critical
4.5,2026-08-22,alignment,14.45,critical
4.6,2026-08-22,alignment,14.78,critical
4.7,2026-08-22,alignment,14.37,critical
4.8,2026-08-22,alignment,3.95,ok
4.9,2026-08-22,alignment,4.78,ok
5.0,2026-08-22,alignment,4.43,ok
5.1,2026-08-22,alignment,4.72,ok
5.2,2026-08-22,alignment,5.18,warning
5.3,2026-08-22,alignment,5.35,warning
5.4,2026-08-22,alignment,4.18,ok
5.5,2026-08-22,alignment,4.82,ok
5.6,2026-08-22,alignment,5.02,warning
5.7,2026-08-22,alignment,5.18,warning
5.8,2026-08-22,alignment,5.24,warning
5.9,2026-08-22,alignment,5.21,warning
6.0,2026-08-22,alignment,2.99,ok
6.1,2026-08-22,alignment,11.11,critical
6.2,2026-08-22,alignment,10.86,critical
6.3,2026-08-22,alignment,9.72,warning
6.4,2026-08-22,alignment,9.3,warning
6.5,2026-08-22,alignment,9.94,warning
6.6,2026-08-22,alignment,9.55,warning
6.7,2026-08-22,alignment,9.15,warning
6.8,2026-08-22,alignment,9.7,warning
6.9,2026-08-22,alignment,9.49,warning
7.0,2026-08-22,alignment,10.71,critical
7.1,2026-08-22,alignment,10.08,critical
7.2,2026-08-22,alignment,10.21,critical
7.3,2026-08-22,alignment,9.36,warning
7.4,2026-08-22,alignment,9.49,warning
7.5,2026-08-22,alignment,9.06,warning
7.6,2026-08-22,alignment,9.08,warning
7.7,2026-08-22,alignment,9.99,warning
7.8,2026-08-22,alignment,10.8,critical
7.9,2026-08-22,alignment,11.89,critical
8.0,2026-08-22,alignment,5.1,warning
8.1,2026-08-22,alignment,3.42,ok
8.2,2026-08-22,alignment,5.99,warning
8.3,2026-08-22,alignment,4.65,ok
8.4,2026-08-22,alignment,4.65,ok
8.5,2026-08-22,alignment,4.49,ok
8.6,2026-08-22,alignment,4.43,ok
8.7,2026-08-22,alignment,4.56,ok
8.8,2026-08-22,alignment,3.72,ok
8.9,2026-08-22,alignment,4.41,ok
9.0,2026-08-22,alignment,5.39,warning
9.1,2026-08-22,alignment,5.22,warning
9.2,2026-08-22,alignment,5.79,warning
9.3,2026-08-22,alignment,5.5,warning
9.4,2026-08-22,alignment,5.34,warning
9.5,2026-08-22,alignment,5.84,warning
9.6,2026-08-22,alignment,5.75,warning
9.7,2026-08-22,alignment,5.34,warning
9.8,2026-08-22,alignment,5.11,warning
9.9,2026-08-22,alignment,4.94,ok
10.0,2026-08-22,alignment,4.73,ok
10.1,2026-08-22,alignment,4.99,ok
10.2,2026-08-22,alignment,4.74,ok
10.3,2026-08-22,alignment,5.07,warning
10.4,2026-08-22,alignment,4.99,ok
10.5,2026-08-22,alignment,5.38,warning
10.6,2026-08-22,alignment,5.03,warning
10.7,2026-08-22,alignment,5.14,warning
10.8,2026-08-22,alignment,4.39,ok
10.9,2026-08-22,alignment,4.48,ok
11.0,2026-08-22,alignment,4.26,ok
11.1,2026-08-22,alignment,4.38,ok
11.2,2026-08-22,alignment,4.97,ok
11.3,2026-08-22,alignment,4.95,ok
11.4,2026-08-22,alignment,4.7,ok
11.5,2026-08-22,alignment,4.94,ok
11.6,2026-08-22,alignment,4.81,ok
11.7,2026-08-22,alignment,5.06,warning
11.8,2026-08-22,alignment,5.84,warning
11.9,2026-08-22,alignment,5.48,warning
12.0,2026-08-22,alignment,4.85,ok
12.1,2026-08-22,alignment,5.11,warning
12.2,2026-08-22,alignment,4.35,ok
12.3,2026-08-22,alignment,5.09,warning
12.4,2026-08-22,alignment,4.36,ok
12.5,2026-08-22,alignment,4.03,ok
12.6,2026-08-22,alignment,4.32,ok
12.7,2026-08-22,alignment,4.38,ok
12.8,2026-08-22,alignment,4.57,ok
12.9,2026-08-22,alignment,4.6,ok
13.0,2026-08-22,alignment,4.38,ok
13.1,2026-08-22,alignment,4.11,ok
13.2,2026-08-22,alignment,4.73,ok
13.3,2026-08-22,alignment,4.72,ok
13.4,2026-08-22,alignment,5.71,warning
13.5,2026-08-22,alignment,5.48,warning
13.6,2026-08-22,alignment,5.58,warning
13.7,2026-08-22,alignment,4.52,ok
13.8,2026-08-22,alignment,5.07,warning
13.9,2026-08-22,alignment,4.44,ok
14.0,2026-08-22,alignment,4.52,ok
14.1,2026-08-22,alignment,3.93,ok
14.2,2026-08-22,alignment,4.19,ok
14.3,2026-08-22,alignment,4.12,ok
14.4,2026-08-22,alignment,4.04,ok
14.5,2026-08-22,alignment,4.57,ok
14.6,2026-08-22,alignment,5.31,warning
14.7,2026-08-22,alignment,5.13,warning
14.8,2026-08-22,alignment,5.15,warning
14.9,2026-08-22,alignment,5.0,warning
15.0,2026-08-22,alignment,5.04,warning
15.1,2026-08-22,alignment,5.12,warning
15.2,2026-08-22,alignment,5.01,warning
15.3,2026-08-22,alignment,4.42,ok
15.4,2026-08-22,alignment,5.12,warning
15.5,2026-08-22,alignment,12.37,critical
15.6,2026-08-22,alignment,12.05,critical
15.7,2026-08-22,alignment,12.22,critical
15.8,2026-08-22,alignment,12.25,critical
15.9,2026-08-22,alignment,11.89,critical
16.0,2026-08-22,alignment,11.85,critical
16.1,2026-08-22,alignment,10.16,critical
16.2,2026-08-22,alignment,9.83,warning
16.3,2026-08-22,alignment,9.47,warning
16.4,2026-08-22,alignment,11.32,critical
16.5,2026-08-22,alignment,12.33,critical
16.6,2026-08-22,alignment,12.47,critical
16.7,2026-08-22,alignment,21.58,critical
16.8,2026-08-22,alignment,21.77,critical
16.9,2026-08-22,alignment,21.46,critical
17.0,2026-08-22,alignment,22.04,critical
17.1,2026-08-22,alignment,14.1,critical
17.2,2026-08-22,alignment,12.09,critical
17.3,2026-08-22,alignment,11.93,critical
17.4,2026-08-22,alignment,12.25,critical
17.5,2026-08-22,alignment,12.26,critical
17.6,2026-08-22,alignment,13.94,critical
17.7,2026-08-22,alignment,5.85,warning
17.8,2026-08-22,alignment,5.39,warning
17.9,2026-08-22,alignment,5.45,warning
18.0,2026-08-22,alignment,5.65,warning
18.1,2026-08-22,alignment,5.45,warning
18.2,2026-08-22,alignment,5.31,warning
18.3,2026-08-22,alignment,5.31,warning
18.4,2026-08-22,alignment,5.11,warning
18.5,2026-08-22,alignment,5.23,warning
18.6,2026-08-22,alignment,4.73,ok
18.7,2026-08-22,alignment,5.0,warning
18.8,2026-08-22,alignment,5.46,warning
18.9,2026-08-22,alignment,5.56,warning
19.0,2026-08-22,alignment,5.58,warning
19.1,2026-08-22,alignment,6.05,warning
19.2,2026-08-22,alignment,5.81,warning
19.3,2026-08-22,alignment,6.24,warning
19.4,2026-08-22,alignment,5.68,warning
19.5,2026-08-22,alignment,5.36,warning
19.6,2026-08-22,alignment,5.33,warning
19.7,2026-08-22,alignment,4.39,ok
19.8,2026-08-22,alignment,4.22,ok
19.9,2026-08-22,alignment,4.42,ok
20.0,2026-08-22,alignment,4.59,ok
20.1,2026-08-22,alignment,4.46,ok
20.2,2026-08-22,alignment,4.72,ok
20.3,2026-08-22,alignment,4.05,ok
20.4,2026-08-22,alignment,4.0,ok
20.5,2026-08-22,alignment,4.74,ok
20.6,2026-08-22,alignment,13.55,critical
20.7,2026-08-22,alignment,13.04,critical
20.8,2026-08-22,alignment,12.87,critical
20.9,2026-08-22,alignment,13.18,critical
21.0,2026-08-22,alignment,4.81,ok
21.1,2026-08-22,alignment,4.69,ok
21.2,2026-08-22,alignment,4.48,ok
21.3,2026-08-22,alignment,4.76,ok
21.4,2026-08-22,alignment,5.37,warning
21.5,2026-08-22,alignment,4.66,ok
21.6,2026-08-22,alignment,5.01,warning
21.7,2026-08-22,alignment,4.84,ok
21.8,2026-08-22,alignment,4.98,ok
21.9,2026-08-22,alignment,5.17,warning
22.0,2026-08-22,alignment,5.07,warning
22.1,2026-08-22,alignment,4.68,ok
22.2,2026-08-22,alignment,4.9,ok
22.3,2026-08-22,alignment,4.84,ok
22.4,2026-08-22,alignment,5.09,warning
22.5,2026-08-22,alignment,4.44,ok
22.6,2026-08-22,alignment,5.15,warning
22.7,2026-08-22,alignment,5.14,warning
22.8,2026-08-22,alignment,5.08,warning
22.9,2026-08-22,alignment,5.32,warning
23.0,2026-08-22,alignment,5.09,warning
23.1,2026-08-22,alignment,5.28,warning
23.2,2026-08-22,alignment,5.25,warning
23.3,2026-08-22,alignment,5.26,warning
23.4,2026-08-22,alignment,5.52,warning
23.5,2026-08-22,alignment,5.25,warning
23.6,2026-08-22,alignment,4.64,ok
23.7,2026-08-22,alignment,4.96,ok
23.8,2026-08-22,alignment,4.57,ok
23.9,2026-08-22,alignment,5.19,warning
24.0,2026-08-22,alignment,4.26,ok
24.1,2026-08-22,alignment,4.74,ok
24.2,2026-08-22,alignment,4.86,ok
24.3,2026-08-22,alignment,5.57,warning
24.4,2026-08-22,alignment,5.55,warning
24.5,2026-08-22,alignment,5.63,warning
24.6,2026-08-22,alignment,6.21,warning
24.7,2026-08-22,alignment,4.9,ok
24.8,2026-08-22,alignment,5.58,warning
24.9,2026-08-22,alignment,5.56,warning
25.0,2026-08-22,alignment,5.16,warning
25.1,2026-08-22,alignment,5.44,warning
25.2,2026-08-22,alignment,5.31,warning
25.3,2026-08-22,alignment,5.07,warning
25.4,2026-08-22,alignment,5.53,warning
25.5,2026-08-22,alignment,5.8,warning
25.6,2026-08-22,alignment,4.77,ok
25.7,2026-08-22,alignment,5.46,warning
25.8,2026-08-22,alignment,3.11,ok
25.9,2026-08-22,alignment,4.84,ok
26.0,2026-08-22,alignment,4.95,ok
26.1,2026-08-22,alignment,4.48,ok
26.2,2026-08-22,alignment,5.34,warning
26.3,2026-08-22,alignment,4.67,ok
26.4,2026-08-22,alignment,4.45,ok
26.5,2026-08-22,alignment,5.24,warning
26.6,2026-08-22,alignment,4.84,ok
26.7,2026-08-22,alignment,5.02,warning
26.8,2026-08-22,alignment,5.56,warning
26.9,2026-08-22,alignment,5.59,warning
27.0,2026-08-22,alignment,5.51,warning
27.1,2026-08-22,alignment,6.41,warning
27.2,2026-08-22,alignment,6.12,warning
27.3,2026-08-22,alignment,5.01,warning
27.4,2026-08-22,alignment,5.49,warning
27.5,2026-08-22,alignment,4.87,ok
27.6,2026-08-22,alignment,4.86,ok
27.7,2026-08-22,alignment,4.54,ok
27.8,2026-08-22,alignment,5.02,warning
27.9,2026-08-22,alignment,5.32,warning
28.0,2026-08-22,alignment,5.05,warning
28.1,2026-08-22,alignment,4.18,ok
28.2,2026-08-22,alignment,4.83,ok
28.3,2026-08-22,alignment,4.47,ok
28.4,2026-08-22,alignment,4.2,ok
28.5,2026-08-22,alignment,4.58,ok
28.6,2026-08-22,alignment,4.82,ok
28.7,2026-08-22,alignment,4.34,ok
28.8,2026-08-22,alignment,4.64,ok
28.9,2026-08-22,alignment,4.91,ok
29.0,2026-08-22,alignment,5.68,warning
29.1,2026-08-22,alignment,6.21,warning
29.2,2026-08-22,alignment,5.87,warning
29.3,2026-08-22,alignment,5.99,warning
29.4,2026-08-22,alignment,6.39,warning
29.5,2026-08-22,alignment,5.78,warning
29.6,2026-08-22,alignment,5.5,warning
29.7,2026-08-22,alignment,5.58,warning
29.8,2026-08-22,alignment,4.78,ok
29.9,2026-08-22,alignment,4.8,ok
30.0,2026-08-22,alignment,4.78,ok
30.1,2026-08-22,alignment,4.44,ok
30.2,2026-08-22,alignment,4.24,ok
30.3,2026-08-22,alignment,4.61,ok
30.4,2026-08-22,alignment,5.11,warning
30.5,2026-08-22,alignment,4.63,ok
30.6,2026-08-22,alignment,5.39,warning
30.7,2026-08-22,alignment,5.09,warning
30.8,2026-08-22,alignment,5.29,warning
30.9,2026-08-22,alignment,4.43,ok
31.0,2026-08-22,alignment,13.63,critical
31.1,2026-08-22,alignment,15.53,critical
31.2,2026-08-22,alignment,15.75,critical
31.3,2026-08-22,alignment,15.29,critical
31.4,2026-08-22,alignment,14.38,critical
31.5,2026-08-22,alignment,15.11,critical
31.6,2026-08-22,alignment,14.27,critical
31.7,2026-08-22,alignment,9.4,warning
31.8,2026-08-22,alignment,12.4,critical
31.9,2026-08-22,alignment,11.08,critical
32.0,2026-08-22,alignment,12.84,critical
32.1,2026-08-22,alignment,14.01,critical
32.2,2026-08-22,alignment,14.1,critical
32.3,2026-08-22,alignment,5.41,warning
32.4,2026-08-22,alignment,5.07,warning
32.5,2026-08-22,alignment,4.81,ok
32.6,2026-08-22,alignment,4.58,ok
32.7,2026-08-22,alignment,4.67,ok
32.8,2026-08-22,alignment,4.0,ok
32.9,2026-08-22,alignment,5.43,warning
33.0,2026-08-22,alignment,5.53,warning
33.1,2026-08-22,alignment,6.47,warning
33.2,2026-08-22,alignment,5.62,warning
33.3,2026-08-22,alignment,5.32,warning
33.4,2026-08-22,alignment,5.61,warning
33.5,2026-08-22,alignment,5.39,warning
33.6,2026-08-22,alignment,4.72,ok
33.7,2026-08-22,alignment,4.68,ok
33.8,2026-08-22,alignment,5.19,warning
33.9,2026-08-22,alignment,5.67,warning
34.0,2026-08-22,alignment,5.98,warning
34.1,2026-08-22,alignment,5.41,warning
34.2,2026-08-22,alignment,5.5,warning
34.3,2026-08-22,alignment,3.64,ok
34.4,2026-08-22,alignment,5.16,warning
34.5,2026-08-22,alignment,5.34,warning
34.6,2026-08-22,alignment,5.18,warning
34.7,2026-08-22,alignment,4.52,ok
34.8,2026-08-22,alignment,4.2,ok
34.9,2026-08-22,alignment,4.43,ok
35.0,2026-08-22,alignment,4.69,ok
35.1,2026-08-22,alignment,4.35,ok
35.2,2026-08-22,alignment,4.23,ok
35.3,2026-08-22,alignment,4.49,ok
35.4,2026-08-22,alignment,4.89,ok
35.5,2026-08-22,alignment,4.45,ok
35.6,2026-08-22,alignment,5.12,warning
35.7,2026-08-22,alignment,5.5,warning
35.8,2026-08-22,alignment,5.01,warning
35.9,2026-08-22,alignment,4.5,ok
36.0,2026-08-22,alignment,5.61,warning
36.1,2026-08-22,alignment,5.4,warning
36.2,2026-08-22,alignment,5.05,warning
36.3,2026-08-22,alignment,4.53,ok
36.4,2026-08-22,alignment,4.45,ok
36.5,2026-08-22,alignment,4.62,ok
36.6,2026-08-22,alignment,5.21,warning
36.7,2026-08-22,alignment,4.71,ok
36.8,2026-08-22,alignment,5.47,warning
36.9,2026-08-22,alignment,4.98,ok
37.0,2026-08-22,alignment,4.62,ok
37.1,2026-08-22,alignment,4.95,ok
37.2,2026-08-22,alignment,5.06,warning
37.3,2026-08-22,alignment,5.04,warning
37.4,2026-08-22,alignment,5.02,warning
37.5,2026-08-22,alignment,5.16,warning
37.6,2026-08-22,alignment,4.69,ok
37.7,2026-08-22,alignment,5.08,warning
37.8,2026-08-22,alignment,6.09,warning
37.9,2026-08-22,alignment,5.0,warning
38.0,2026-08-22,alignment,5.14,warning
38.1,2026-08-22,alignment,5.25,warning
38.2,2026-08-22,alignment,5.49,warning
38.3,2026-08-22,alignment,4.8,ok
38.4,2026-08-22,alignment,4.69,ok
38.5,2026-08-22,alignment,3.85,ok
38.6,2026-08-22,alignment,4.88,ok
38.7,2026-08-22,alignment,3.85,ok
38.8,2026-08-22,alignment,4.24,ok
38.9,2026-08-22,alignment,4.72,ok
39.0,2026-08-22,alignment,4.76,ok
39.1,2026-08-22,alignment,4.69,ok
39.2,2026-08-22,alignment,4.72,ok
39.3,2026-08-22,alignment,5.03,warning
39.4,2026-08-22,alignment,3.84,ok
39.5,2026-08-22,alignment,5.37,warning
39.6,2026-08-22,alignment,5.58,warning
39.7,2026-08-22,alignment,5.16,warning
39.8,2026-08-22,alignment,5.35,warning
39.9,2026-08-22,alignment,5.1,warning
40.0,2026-08-22,alignment,5.34,warning
40.1,2026-08-22,alignment,4.65,ok
40.2,2026-08-22,alignment,3.86,ok
40.3,2026-08-22,alignment,4.17,ok
40.4,2026-08-22,alignment,4.91,ok
40.5,2026-08-22,alignment,12.07,critical
40.6,2026-08-22,alignment,12.52,critical
40.7,2026-08-22,alignment,12.35,critical
40.8,2026-08-22,alignment,11.0,critical
40.9,2026-08-22,alignment,10.84,critical
41.0,2026-08-22,alignment,12.6,critical
41.1,2026-08-22,alignment,12.14,critical
41.2,2026-08-22,alignment,12.2,critical
41.3,2026-08-22,alignment,11.9,critical
41.4,2026-08-22,alignment,5.03,warning
41.5,2026-08-22,alignment,5.14,warning
41.6,2026-08-22,alignment,4.79,ok
41.7,2026-08-22,alignment,3.54,ok
41.8,2026-08-22,alignment,4.22,ok
41.9,2026-08-22,alignment,4.32,ok
42.0,2026-08-22,alignment,4.33,ok
42.1,2026-08-22,alignment,4.34,ok
42.2,2026-08-22,alignment,4.54,ok
42.3,2026-08-22,alignment,5.4,warning
42.4,2026-08-22,alignment,5.35,warning
42.5,2026-08-22,alignment,5.59,warning
42.6,2026-08-22,alignment,5.54,warning
42.7,2026-08-22,alignment,5.26,warning
42.8,2026-08-22,alignment,5.23,warning
42.9,2026-08-22,alignment,5.31,warning
43.0,2026-08-22,alignment,3.64,ok
43.1,2026-08-22,alignment,4.76,ok
43.2,2026-08-22,alignment,5.33,warning
43.3,2026-08-22,alignment,4.3,ok
43.4,2026-08-22,alignment,5.33,warning
43.5,2026-08-22,alignment,4.82,ok
43.6,2026-08-22,alignment,5.01,warning
43.7,2026-08-22,alignment,5.05,warning
43.8,2026-08-22,alignment,4.82,ok
43.9,2026-08-22,alignment,5.0,warning
44.0,2026-08-22,alignment,3.73,ok
44.1,2026-08-22,alignment,4.01,ok
44.2,2026-08-22,alignment,3.56,ok
44.3,2026-08-22,alignment,3.63,ok
44.4,2026-08-22,alignment,4.31,ok
44.5,2026-08-22,alignment,5.36,warning
44.6,2026-08-22,alignment,4.56,ok
44.7,2026-08-22,alignment,5.44,warning
44.8,2026-08-22,alignment,5.33,warning
44.9,2026-08-22,alignment,10.64,critical
45.0,2026-08-22,alignment,10.28,critical
45.1,2026-08-22,alignment,9.4,warning
45.2,2026-08-22,alignment,8.09,warning
45.3,2026-08-22,alignment,8.46,warning
45.4,2026-08-22,alignment,7.68,warning
45.5,2026-08-22,alignment,8.15,warning
45.6,2026-08-22,alignment,8.07,warning
45.7,2026-08-22,alignment,7.99,warning
45.8,2026-08-22,alignment,7.55,warning
45.9,2026-08-22,alignment,3.99,ok
46.0,2026-08-22,alignment,4.35,ok
46.1,2026-08-22,alignment,4.17,ok
46.2,2026-08-22,alignment,4.39,ok
46.3,2026-08-22,alignment,4.43,ok
46.4,2026-08-22,alignment,4.55,ok
46.5,2026-08-22,alignment,5.24,warning
46.6,2026-08-22,alignment,4.92,ok
46.7,2026-08-22,alignment,5.39,warning
46.8,2026-08-22,alignment,5.47,warning
46.9,2026-08-22,alignment,4.89,ok
47.0,2026-08-22,alignment,3.2,ok
47.1,2026-08-22,alignment,4.28,ok
47.2,2026-08-22,alignment,4.55,ok
47.3,2026-08-22,alignment,4.47,ok
47.4,2026-08-22,alignment,4.4,ok
47.5,2026-08-22,alignment,3.42,ok
47.6,2026-08-22,alignment,3.66,ok
47.7,2026-08-22,alignment,4.35,ok
47.8,2026-08-22,alignment,4.83,ok
47.9,2026-08-22,alignment,3.81,ok
48.0,2026-08-22,alignment,4.23,ok
48.1,2026-08-22,alignment,4.18,ok
48.2,2026-08-22,alignment,4.54,ok
48.3,2026-08-22,alignment,4.47,ok
48.4,2026-08-22,alignment,4.87,ok
48.5,2026-08-22,alignment,5.09,warning
48.6,2026-08-22,alignment,4.86,ok
48.7,2026-08-22,alignment,5.37,warning
48.8,2026-08-22,alignment,5.34,warning
48.9,2026-08-22,alignment,2.57,ok
49.0,2026-08-22,alignment,4.88,ok
49.1,2026-08-22,alignment,4.96,ok
49.2,2026-08-22,alignment,5.0,warning
49.3,2026-08-22,alignment,4.24,ok
49.4,2026-08-22,alignment,5.02,warning
49.5,2026-08-22,alignment,5.22,warning
49.6,2026-08-22,alignment,5.7,warning
49.7,2026-08-22,alignment,4.12,ok
49.8,2026-08-22,alignment,4.81,ok
49.9,2026-08-22,alignment,4.92,ok
50.0,2026-08-22,alignment,5.65,warning
50.1,2026-08-22,alignment,5.53,warning
50.2,2026-08-22,alignment,5.74,warning
50.3,2026-08-22,alignment,4.88,ok
50.4,2026-08-22,alignment,5.55,warning
50.5,2026-08-22,alignment,5.39,warning
50.6,2026-08-22,alignment,5.36,warning
50.7,2026-08-22,alignment,5.5,warning
50.8,2026-08-22,alignment,4.6,ok
50.9,2026-08-22,alignment,3.37,ok
51.0,2026-08-22,alignment,4.8,ok
51.1,2026-08-22,alignment,5.14,warning
51.2,2026-08-22,alignment,3.78,ok
51.3,2026-08-22,alignment,4.89,ok
51.4,2026-08-22,alignment,2.76,ok
51.5,2026-08-22,alignment,4.75,ok
51.6,2026-08-22,alignment,4.56,ok
51.7,2026-08-22,alignment,5.16,warning
51.8,2026-08-22,alignment,5.07,warning
51.9,2026-08-22,alignment,4.22,ok
52.0,2026-08-22,alignment,4.87,ok
52.1,2026-08-22,alignment,5.2,warning
52.2,2026-08-22,alignment,5.08,warning
52.3,2026-08-22,alignment,5.57,warning
52.4,2026-08-22,alignment,5.05,warning
52.5,2026-08-22,alignment,5.51,warning
52.6,2026-08-22,alignment,4.65,ok
52.7,2026-08-22,alignment,4.89,ok
52.8,2026-08-22,alignment,5.09,warning
52.9,2026-08-22,alignment,4.86,ok
53.0,2026-08-22,alignment,5.08,warning
53.1,2026-08-22,alignment,4.62,ok
53.2,2026-08-22,alignment,5.05,warning
53.3,2026-08-22,alignment,5.03,warning
53.4,2026-08-22,alignment,5.4,warning
53.5,2026-08-22,alignment,5.64,warning
53.6,2026-08-22,alignment,6.02,warning
53.7,2026-08-22,alignment,5.18,warning
53.8,2026-08-22,alignment,5.05,warning
53.9,2026-08-22,alignment,4.89,ok
54.0,2026-08-22,alignment,5.66,warning
54.1,2026-08-22,alignment,5.26,warning
54.2,2026-08-22,alignment,4.29,ok
54.3,2026-08-22,alignment,4.41,ok
54.4,2026-08-22,alignment,5.28,warning
54.5,2026-08-22,alignment,5.56,warning
54.6,2026-08-22,alignment,5.26,warning
54.7,2026-08-22,alignment,5.3,warning
54.8,2026-08-22,alignment,4.98,ok
54.9,2026-08-22,alignment,5.58,warning
55.0,2026-08-22,alignment,5.16,warning
55.1,2026-08-22,alignment,4.46,ok
55.2,2026-08-22,alignment,4.73,ok
55.3,2026-08-22,alignment,3.79,ok
55.4,2026-08-22,alignment,4.16,ok
